Status,Age Group,Education,Industry,Location,AI Risk,Years of Experience,Monthly Salary (INR),Date Recorded
Employed,18-24,Diploma,Retail,Suburban,Moderate,28.0,132100.0,7/17/2027
Employed,25-34,Diploma,Healthcare,Not Provided,Low,16.0,83300.0,7/18/2027
Employed,18-24,Master,Health,Mumbai,High,16.0,40200.0,7/19/2027
Unemployed,45-54,Ph.D, Fintech,Urban,High,9.0,132200.0,7/20/2027
Unemployed,18-24,Masters,Retail,Bangalore,High,8.0,139200.0,7/21/2027
Unemployed,55+,Master,Healthcare,Bangalore,Low,11.0,34300.0,7/22/2027
Unemployed,18-24,High School,Retail,Delhi,Low,10.0,133700.0,7/23/2027
Unemployed,35-44,High School,Retail,Bangalore,High,16.0,108500.0,7/24/2027
Employed,35-44,Diploma,Finance,Bangalore,Low,16.0,61700.0,7/25/2027
Unemployed,18-24,Ph.D,Health,Not Provided,High,16.0,79900.0,7/26/2027
Unemployed,55+,Phd,Retail,Suburban,Moderate,22.0,125000.0,7/27/2027
Unemployed,18-24,High School,Tech ,Urban,High,12.0,95200.0,7/28/2027
Employed,55+,Not Provided,Retail,Delhi,High,16.0,124800.0,7/29/2027
Employed,25-34,Bachelor'S,Retail,Hyderabad,Moderate,7.0,104200.0,7/30/2027
Employed,18-24,Masters,Technology,Urban,Low,22.0,136300.0,7/31/2027
Employed,25-34,High School,Retail,Delhi,Low,16.0,76886.0,8/1/2027
Employed,35-44,Masters,Retail,Bangalore,Medium,16.0,76886.0,8/2/2027
Employed,18-24,Bachelors,Retail,Rural,High,16.0,113400.0,8/3/2027
Employed,45-54,High School,Technology,Not Provided,Low,26.0,76886.0,8/4/2027
Unemployed,45-54,Bachelor'S,Health,Rural,Low,24.0,54900.0,8/5/2027
Employed,18-24,Bachelors,Tech ,Delhi,Moderate,9.0,103000.0,8/6/2027
Unemployed,25-34,Bachelors,Tech ,Delhi,Moderate,16.0,86400.0,8/7/2027
Employed,18-24,Ph.D,Technology,Urban,Low,26.0,76300.0,8/8/2027
Employed,18-24,High School,Retail,Suburban,Low,25.0,139000.0,8/9/2027
Unemployed,18-24,Not Provided,Retail,Urban,Medium,27.0,58600.0,8/10/2027
Employed,18-24,Master,Retail,Suburban,Low,16.0,135500.0,8/11/2027
Employed,18-24,Diploma,Healthcare,Urban,High,22.0,68300.0,8/12/2027
Unemployed,55+,Bachelor'S,Retail,Delhi,Low,1.0,51700.0,8/13/2027
Employed,35-44,Masters,Finance,Delhi,Medium,16.0,76886.0,8/14/2027
Unemployed,18-24,Phd,Retail,Rural,Low,0.0,126100.0,8/15/2027
Employed,18-24,Diploma,Finance,Urban,High,14.0,93400.0,8/16/2027
Employed,55+,Masters,Retail,Hyderabad,Low,29.0,76886.0,8/17/2027
Employed,25-34,Masters,Health,Delhi,High,16.0,25200.0,8/18/2027
Unemployed,25-34,Master,Health,Mumbai,Moderate,16.0,114200.0,8/19/2027
Employed,25-34,High School,Retail,Hyderabad,High,12.0,103700.0,8/20/2027
Employed,18-24,Bachelors,Education,Suburban,Moderate,16.0,76200.0,8/21/2027
Employed,18-24,Phd,Retail,Urban,Moderate,3.0,147900.0,8/22/2027
Unemployed,35-44,High School,Finance,Urban,Medium,30.0,65500.0,8/23/2027
Employed,25-34,Bachelors,Health,Urban,High,28.0,149300.0,8/24/2027
Unemployed,25-34,Diploma,Health,Suburban,Low,16.0,76886.0,8/25/2027
Employed,25-34,Diploma,Technology,Bangalore,High,23.0,76886.0,8/26/2027
Employed,18-24,High School,Technology,Rural,High,16.0,107700.0,8/27/2027
Unemployed,45-54,High School,Technology,Hyderabad,Low,16.0,76886.0,8/28/2027
Employed,55+,Phd,Retail,Bangalore,Low,5.0,142800.0,8/29/2027
Unemployed,25-34,Ph.D, Fintech,Urban,Low,16.0,77200.0,8/30/2027
Employed,35-44,Bachelors,Tech ,Bangalore,High,16.0,8200.0,8/31/2027
Employed,18-24,Diploma, Fintech,Delhi,High,16.0,76886.0,9/1/2027
Employed,35-44,Diploma,Retail,Not Provided,High,16.0,38200.0,9/2/2027
Unemployed,25-34,Diploma,Education,Not Provided,High,16.0,76886.0,9/3/2027
Unemployed,25-34,Bachelors,Retail,Urban,High,2.0,15200.0,9/4/2027
Employed,55+,Diploma,Retail,Suburban,High,16.0,76886.0,9/5/2027
Unemployed,55+,Master,Finance,Delhi,Moderate,23.0,33200.0,9/6/2027
Unemployed,18-24,High School,Retail,Mumbai,Low,29.0,25900.0,9/7/2027
Unemployed,35-44,Phd,Health,Not Provided,Medium,16.0,28800.0,9/8/2027
Employed,25-34,High School,Finance,Hyderabad,High,16.0,76886.0,9/9/2027
Unemployed,18-24,High School,Retail,Delhi,Low,16.0,41600.0,9/10/2027
Unemployed,18-24,Bachelor'S,Health,Hyderabad,High,16.0,76886.0,9/11/2027
Employed,25-34,Not Provided,Retail,Urban,Medium,4.0,76886.0,9/12/2027
Employed,55+,High School,Retail,Delhi,Moderate,16.0,16900.0,9/13/2027
Employed,25-34,Master,Health,Urban,High,25.0,133500.0,9/14/2027
Unemployed,25-34,Bachelor'S,Retail,Urban,High,16.0,105500.0,9/15/2027
Employed,35-44,Masters, Fintech,Delhi,High,16.0,25500.0,9/16/2027
Employed,45-54,High School,Healthcare,Not Provided,High,7.0,105400.0,9/17/2027
Employed,25-34,High School,Technology,Mumbai,High,12.0,34000.0,9/18/2027
Unemployed,45-54,High School, Fintech,Mumbai,Low,16.0,113200.0,9/19/2027
Employed,18-24,Ph.D,Finance,Rural,Low,27.0,83600.0,9/20/2027
Employed,25-34,Masters,Health,Suburban,High,3.0,147900.0,9/21/2027
Employed,18-24,Ph.D, Fintech,Suburban,High,4.0,17200.0,9/22/2027
Unemployed,35-44,High School,Finance,Suburban,Low,27.0,76886.0,9/23/2027
Unemployed,35-44,Masters, Fintech,Hyderabad,Low,16.0,7000.0,9/24/2027
Employed,25-34,Phd,Retail,Suburban,Medium,21.0,76886.0,9/25/2027
Employed,18-24,Bachelor'S, Fintech,Delhi,High,16.0,76886.0,9/26/2027
Unemployed,55+,Master,Healthcare,Not Provided,High,11.0,77200.0,9/27/2027
Employed,18-24,Bachelors,Technology,Rural,Moderate,16.0,137500.0,9/28/2027
Unemployed,45-54,Diploma,Retail,Suburban,Medium,28.0,12600.0,9/29/2027
Employed,25-34,Bachelor'S,Finance,Bangalore,High,18.0,142900.0,9/30/2027
Unemployed,18-24,Bachelors,Tech ,Bangalore,Low,21.0,76886.0,10/1/2027
Unemployed,25-34,Not Provided,Retail,Mumbai,Moderate,14.0,76886.0,10/2/2027
Employed,18-24,High School,Education,Urban,High,16.0,76886.0,10/3/2027
Employed,35-44,Ph.D,Technology,Mumbai,Low,23.0,129200.0,10/4/2027
Employed,25-34,Phd,Retail,Urban,High,8.0,76886.0,10/5/2027
Employed,25-34,High School,Retail,Bangalore,Low,16.0,68800.0,10/6/2027
Employed,18-24,Diploma,Tech ,Urban,High,6.0,103300.0,10/7/2027
Unemployed,25-34,High School,Education,Urban,Medium,14.0,63800.0,10/8/2027
Employed,18-24,Not Provided,Retail,Suburban,High,11.0,140300.0,10/9/2027
Employed,55+,Bachelors, Fintech,Rural,Low,16.0,73000.0,10/10/2027
Unemployed,25-34,High School,Healthcare,Hyderabad,Moderate,9.0,114500.0,10/11/2027
Employed,18-24,Diploma,Finance,Delhi,Low,13.0,59500.0,10/12/2027
Unemployed,18-24,Not Provided,Retail,Hyderabad,Medium,25.0,43400.0,10/13/2027
Employed,18-24,Bachelor'S,Finance,Suburban,Medium,16.0,17800.0,10/14/2027
Employed,45-54,High School,Health,Delhi,High,16.0,14100.0,10/15/2027
Employed,18-24,Master,Healthcare,Urban,Medium,9.0,76886.0,10/16/2027
Employed,18-24,Master, Fintech,Hyderabad,High,16.0,76886.0,10/17/2027
Employed,25-34,Not Provided,Health,Urban,High,16.0,119400.0,10/18/2027
Employed,55+,Master, Fintech,Delhi,Low,16.0,101200.0,10/19/2027
Employed,18-24,Ph.D,Technology,Rural,High,16.0,96900.0,10/20/2027
Unemployed,18-24,Not Provided,Finance,Hyderabad,High,7.0,76886.0,10/21/2027
Employed,18-24,Masters,Finance,Rural,Moderate,7.0,80700.0,10/22/2027
Employed,25-34,Diploma,Education,Rural,Moderate,16.0,30000.0,10/23/2027
Unemployed,25-34,Bachelor'S,Tech ,Suburban,Medium,16.0,38400.0,10/24/2027
Unemployed,55+,Not Provided,Retail,Hyderabad,High,11.0,122000.0,10/25/2027
Employed,35-44,Not Provided,Tech ,Urban,Medium,16.0,41000.0,10/26/2027
Unemployed,25-34,Bachelors,Technology,Hyderabad,Medium,16.0,34600.0,10/27/2027
Employed,25-34,Masters,Healthcare,Not Provided,Moderate,16.0,76886.0,10/28/2027
Employed,18-24,Masters,Retail,Hyderabad,High,7.0,148200.0,10/29/2027
Unemployed,35-44,High School,Finance,Bangalore,Moderate,16.0,88000.0,10/30/2027
Employed,45-54,Bachelor'S,Retail,Not Provided,Low,26.0,60000.0,10/31/2027
Employed,55+,Bachelors,Education,Not Provided,High,16.0,78300.0,11/1/2027
Employed,35-44,Master, Fintech,Not Provided,High,22.0,38900.0,11/2/2027
Employed,25-34,Master,Retail,Not Provided,High,15.0,67800.0,11/3/2027
Unemployed,25-34,Bachelors,Retail,Suburban,High,16.0,76886.0,11/4/2027
Employed,18-24,Bachelor'S,Tech ,Delhi,High,17.0,44000.0,11/5/2027
Employed,18-24,High School,Retail,Urban,Moderate,16.0,111900.0,11/6/2027
Unemployed,35-44,Not Provided, Fintech,Suburban,Medium,19.0,11500.0,11/7/2027
Employed,25-34,Bachelor'S,Education,Mumbai,High,16.0,41600.0,11/8/2027
Employed,45-54,Not Provided,Retail,Not Provided,High,16.0,28100.0,11/9/2027
Employed,25-34,Bachelors, Fintech,Not Provided,Low,16.0,97500.0,11/10/2027
Employed,25-34,Master,Technology,Not Provided,Low,19.0,43100.0,11/11/2027
Unemployed,18-24,Bachelors,Finance,Suburban,High,16.0,128400.0,11/12/2027
Unemployed,45-54,Bachelors,Retail,Bangalore,High,17.0,127000.0,11/13/2027
Employed,18-24,Bachelors,Finance,Mumbai,High,7.0,76886.0,11/14/2027
Employed,25-34,Bachelors,Finance,Urban,High,21.0,106900.0,11/15/2027
Unemployed,45-54,High School,Retail,Not Provided,Moderate,16.0,15800.0,11/16/2027
Unemployed,35-44,Diploma,Retail,Bangalore,High,16.0,122700.0,11/17/2027
Employed,35-44,Ph.D,Tech ,Urban,High,21.0,18100.0,11/18/2027
Employed,55+,Bachelor'S,Technology,Urban,High,20.0,75100.0,11/19/2027
Unemployed,55+,Phd,Retail,Hyderabad,Medium,27.0,83600.0,11/20/2027
Employed,55+,High School,Health,Urban,Low,16.0,76886.0,11/21/2027
Unemployed,18-24,Master,Healthcare,Mumbai,Medium,16.0,120600.0,11/22/2027
Unemployed,35-44,Bachelors,Health,Rural,High,8.0,40700.0,11/23/2027
Employed,25-34,Bachelors,Education,Not Provided,Moderate,16.0,16300.0,11/24/2027
Unemployed,18-24,Bachelors, Fintech,Mumbai,Moderate,29.0,146300.0,11/25/2027
Unemployed,18-24,Phd, Fintech,Urban,Low,10.0,7200.0,11/26/2027
Employed,45-54,High School,Retail,Rural,Moderate,0.0,28900.0,11/27/2027
Unemployed,25-34,High School,Education,Suburban,Medium,16.0,37100.0,11/28/2027
Employed,45-54,High School,Retail,Not Provided,Low,16.0,76886.0,11/29/2027
Unemployed,35-44,Not Provided,Healthcare,Urban,High,5.0,104200.0,11/30/2027
Employed,45-54,Not Provided,Healthcare,Urban,High,16.0,35500.0,12/1/2027
Unemployed,45-54,High School,Technology,Hyderabad,High,25.0,76886.0,12/2/2027
Unemployed,45-54,Masters,Health,Urban,High,16.0,39500.0,12/3/2027
Unemployed,18-24,Ph.D,Finance,Suburban,High,16.0,104500.0,12/4/2027
Employed,55+,Diploma, Fintech,Urban,High,16.0,148900.0,12/5/2027
Employed,18-24,Phd,Healthcare,Delhi,High,8.0,83200.0,12/6/2027
Employed,25-34,Masters,Technology,Not Provided,Low,16.0,20000.0,12/7/2027
Employed,18-24,High School, Fintech,Urban,High,16.0,124500.0,12/8/2027
Employed,18-24,Not Provided,Finance,Mumbai,Low,16.0,124600.0,12/9/2027
Unemployed,18-24,Master,Health,Urban,High,9.0,76886.0,12/10/2027
Employed,18-24,High School,Healthcare,Bangalore,Low,16.0,76886.0,12/11/2027
Unemployed,18-24,Diploma,Retail,Urban,Moderate,5.0,76886.0,12/12/2027
Unemployed,45-54,High School,Finance,Urban,Low,16.0,77300.0,12/13/2027
Unemployed,45-54,Not Provided,Technology,Bangalore,Moderate,16.0,45300.0,12/14/2027
Employed,18-24,Not Provided,Healthcare,Suburban,Medium,20.0,76886.0,12/15/2027
Employed,18-24,High School,Technology,Not Provided,High,16.0,38600.0,12/16/2027
Employed,35-44,High School,Retail,Mumbai,High,16.0,127700.0,12/17/2027
Unemployed,55+,High School, Fintech,Suburban,High,28.0,43800.0,12/18/2027
Employed,25-34,Master,Retail,Bangalore,High,30.0,97500.0,12/19/2027
Employed,25-34,Ph.D,Retail,Not Provided,Moderate,16.0,90800.0,12/20/2027
Employed,18-24,Ph.D,Retail,Rural,Low,16.0,76000.0,12/21/2027
Employed,18-24,Masters,Health,Suburban,High,16.0,76886.0,12/22/2027
Unemployed,25-34,High School,Retail,Rural,Low,17.0,10300.0,12/23/2027
Employed,18-24,Bachelors,Technology,Not Provided,Moderate,16.0,76886.0,12/24/2027
Employed,55+,Bachelors,Retail,Bangalore,Moderate,16.0,52500.0,12/25/2027
Employed,18-24,Bachelor'S,Technology,Bangalore,High,22.0,145500.0,12/26/2027
Employed,25-34,Bachelors,Tech ,Not Provided,High,16.0,39200.0,12/27/2027
Unemployed,45-54,High School,Education,Urban,Moderate,16.0,124400.0,12/28/2027
Unemployed,25-34,Bachelors,Technology,Hyderabad,Low,10.0,76886.0,12/29/2027
Unemployed,18-24,Bachelors, Fintech,Not Provided,Moderate,13.0,13000.0,12/30/2027
Employed,18-24,Phd,Healthcare,Suburban,Medium,16.0,97900.0,12/31/2027
Unemployed,55+,Phd,Technology,Mumbai,Medium,16.0,76886.0,1/1/2028
Unemployed,35-44,Masters,Health,Urban,High,16.0,76886.0,1/2/2028
Employed,55+,Ph.D, Fintech,Delhi,High,16.0,17100.0,1/3/2028
Employed,45-54,Bachelor'S,Education,Bangalore,High,3.0,133900.0,1/4/2028
Unemployed,18-24,Master,Retail,Delhi,Moderate,16.0,96500.0,1/5/2028
Unemployed,18-24,High School,Tech ,Delhi,High,15.0,64500.0,1/6/2028
Employed,45-54,Bachelors,Retail,Mumbai,High,3.0,58500.0,1/7/2028
Unemployed,45-54,Bachelors,Retail,Bangalore,High,3.0,34200.0,1/8/2028
Employed,25-34,Masters,Education,Suburban,Moderate,10.0,10700.0,1/9/2028
Unemployed,55+,Ph.D,Finance,Hyderabad,Moderate,0.0,46600.0,1/10/2028
Unemployed,35-44,High School,Technology,Hyderabad,High,16.0,119200.0,1/11/2028
Employed,25-34,Ph.D,Finance,Not Provided,Medium,16.0,123900.0,1/12/2028
Unemployed,18-24,High School,Retail,Hyderabad,Low,16.0,10900.0,1/13/2028
Employed,18-24,High School,Retail,Urban,Low,13.0,67800.0,1/14/2028
Unemployed,25-34,Masters,Retail,Mumbai,High,16.0,76886.0,1/15/2028
Employed,18-24,Masters,Retail,Mumbai,High,16.0,135400.0,1/16/2028
Employed,18-24,Master,Retail,Not Provided,High,16.0,65400.0,1/17/2028
Unemployed,35-44,Bachelor'S,Technology,Not Provided,High,10.0,75600.0,1/18/2028
Employed,25-34,High School,Education,Suburban,Medium,16.0,76886.0,1/19/2028
Employed,45-54,Masters,Technology,Bangalore,High,20.0,76886.0,1/20/2028
Unemployed,35-44,Ph.D,Education,Suburban,Moderate,16.0,72800.0,1/21/2028
Employed,18-24,Phd,Healthcare,Urban,Low,1.0,54000.0,1/22/2028
Employed,18-24,Ph.D,Education,Mumbai,High,22.0,68700.0,1/23/2028
Unemployed,25-34,Master, Fintech,Delhi,High,17.0,76886.0,1/24/2028
Unemployed,25-34,Masters,Health,Hyderabad,High,25.0,140800.0,1/25/2028
Unemployed,18-24,Ph.D,Retail,Suburban,Low,16.0,113400.0,1/26/2028
Employed,35-44,Diploma,Tech ,Not Provided,High,16.0,54400.0,1/27/2028
Unemployed,18-24,Diploma,Retail,Delhi,High,16.0,76886.0,1/28/2028
Employed,35-44,Bachelor'S,Healthcare,Rural,Medium,16.0,54000.0,1/29/2028
Employed,25-34,Diploma,Health,Urban,Moderate,16.0,58000.0,1/30/2028
Employed,55+,Phd,Technology,Suburban,Moderate,16.0,76886.0,1/31/2028
Unemployed,45-54,Not Provided,Healthcare,Suburban,High,25.0,87300.0,2/1/2028
Employed,35-44,Phd,Health,Hyderabad,Low,21.0,76886.0,2/2/2028
Unemployed,35-44,Diploma,Finance,Urban,Moderate,16.0,76886.0,2/3/2028
Unemployed,35-44,High School,Tech ,Rural,Low,9.0,64600.0,2/4/2028
Employed,55+,Diploma,Retail,Urban,Medium,27.0,76886.0,2/5/2028
Employed,35-44,Master, Fintech,Bangalore,High,16.0,148400.0,2/6/2028
Unemployed,18-24,Not Provided,Tech ,Bangalore,High,16.0,76886.0,2/7/2028
Employed,25-34,Phd,Finance,Mumbai,Low,19.0,91700.0,2/8/2028
Employed,25-34,Phd,Health,Suburban,Low,13.0,76886.0,2/9/2028
Unemployed,35-44,Master,Health,Urban,Low,24.0,76886.0,2/10/2028
Employed,45-54,Master,Healthcare,Rural,Low,16.0,115200.0,2/11/2028
Unemployed,18-24,Masters,Health,Rural,Medium,16.0,38500.0,2/12/2028
Unemployed,18-24,Bachelor'S,Retail,Urban,High,24.0,104600.0,2/13/2028
Employed,55+,High School,Health,Mumbai,Low,16.0,90500.0,2/14/2028
Employed,18-24,Phd,Healthcare,Hyderabad,High,16.0,77400.0,2/15/2028
Unemployed,18-24,Bachelors,Retail,Mumbai,High,16.0,33800.0,2/16/2028
Unemployed,18-24,Phd,Education,Not Provided,Medium,2.0,42700.0,2/17/2028
Employed,18-24,Not Provided,Tech ,Bangalore,Low,3.0,141800.0,2/18/2028
Employed,45-54,Not Provided,Education,Hyderabad,High,8.0,50900.0,2/19/2028
Employed,18-24,Not Provided,Technology,Rural,Moderate,16.0,89900.0,2/20/2028
Employed,45-54,High School,Healthcare,Mumbai,High,16.0,76886.0,2/21/2028
Employed,45-54,Phd,Healthcare,Suburban,High,16.0,17800.0,2/22/2028
Employed,18-24,Bachelor'S,Retail,Bangalore,Moderate,16.0,22700.0,2/23/2028
Employed,18-24,Bachelors,Tech ,Suburban,High,16.0,46700.0,2/24/2028
Unemployed,25-34,Phd,Retail,Not Provided,High,16.0,50900.0,2/25/2028
Unemployed,25-34,Master,Healthcare,Delhi,Medium,10.0,76886.0,2/26/2028
Unemployed,35-44,High School,Retail,Suburban,Low,2.0,145300.0,2/27/2028
Employed,18-24,Master,Technology,Rural,Low,16.0,63500.0,2/28/2028
Employed,18-24,Diploma,Finance,Suburban,Low,16.0,16100.0,2/29/2028
Unemployed,35-44,Phd,Retail,Suburban,Moderate,16.0,105600.0,3/1/2028
Employed,35-44,Master,Retail,Bangalore,High,16.0,76886.0,3/2/2028
Employed,55+,Diploma,Technology,Bangalore,High,8.0,51100.0,3/3/2028
Employed,45-54,Bachelors,Retail,Rural,High,16.0,6400.0,3/4/2028
Employed,18-24,Ph.D, Fintech,Urban,Low,24.0,76886.0,3/5/2028
Unemployed,55+,High School,Health,Rural,High,16.0,7600.0,3/6/2028
Unemployed,55+,Masters,Education,Suburban,Moderate,16.0,122800.0,3/7/2028
Unemployed,18-24,Phd,Finance,Rural,Moderate,8.0,61500.0,3/8/2028
Unemployed,55+,High School,Healthcare,Delhi,High,3.0,76886.0,3/9/2028
Employed,35-44,Diploma,Retail,Bangalore,High,2.0,56700.0,3/10/2028
Employed,25-34,High School,Retail,Urban,High,16.0,42400.0,3/11/2028
Employed,55+,Bachelors,Retail,Not Provided,High,16.0,69700.0,3/12/2028
Unemployed,18-24,Bachelors,Retail,Urban,Moderate,1.0,149600.0,3/13/2028
Unemployed,35-44,Masters,Retail,Urban,High,22.0,49600.0,3/14/2028
Unemployed,55+,Master,Retail,Bangalore,Low,16.0,76886.0,3/15/2028
Unemployed,25-34,Bachelors, Fintech,Delhi,Medium,7.0,24100.0,3/16/2028
Unemployed,25-34,Ph.D,Technology,Mumbai,High,16.0,76886.0,3/17/2028
Employed,35-44,Masters, Fintech,Bangalore,High,16.0,32900.0,3/18/2028
Unemployed,25-34,Diploma,Retail,Rural,High,16.0,114500.0,3/19/2028
Employed,25-34,Phd,Finance,Urban,High,28.0,124800.0,3/20/2028
Unemployed,18-24,Phd,Education,Urban,Medium,14.0,76886.0,3/21/2028
Employed,18-24,Bachelors,Technology,Mumbai,Low,16.0,76886.0,3/22/2028
Employed,45-54,Masters,Retail,Urban,Low,27.0,76886.0,3/23/2028
Employed,18-24,Bachelors,Healthcare,Urban,Medium,1.0,76886.0,3/24/2028
Employed,18-24,Bachelors,Education,Bangalore,Low,16.0,25900.0,3/25/2028
Employed,35-44,Master,Retail,Not Provided,Medium,16.0,32600.0,3/26/2028
Employed,18-24,High School,Tech ,Rural,Medium,16.0,98400.0,3/27/2028
Employed,25-34,Not Provided,Retail,Mumbai,High,20.0,102300.0,3/28/2028
Unemployed,18-24,Bachelors,Health,Not Provided,Low,16.0,96200.0,3/29/2028
Employed,25-34,Ph.D,Tech ,Mumbai,Low,7.0,76886.0,3/30/2028
Employed,18-24,Diploma,Retail,Suburban,Low,26.0,71700.0,3/31/2028
Employed,35-44,High School,Retail,Not Provided,High,20.0,146600.0,4/1/2028
Unemployed,18-24,High School,Retail,Urban,Low,16.0,53400.0,4/2/2028
Employed,35-44,Bachelor'S,Technology,Hyderabad,Low,27.0,76886.0,4/3/2028
Unemployed,18-24,Bachelor'S, Fintech,Hyderabad,High,18.0,133500.0,4/4/2028
Employed,45-54,Bachelor'S,Retail,Bangalore,Low,16.0,78200.0,4/5/2028
Unemployed,18-24,Diploma,Retail,Urban,Low,16.0,48400.0,4/6/2028
Employed,18-24,Not Provided,Retail,Mumbai,Low,21.0,15000.0,4/7/2028
Employed,18-24,Bachelor'S,Retail,Bangalore,High,16.0,77400.0,4/8/2028
Unemployed,25-34,Masters,Retail,Urban,Low,16.0,147300.0,4/9/2028
Employed,55+,Bachelors,Finance,Delhi,High,7.0,14300.0,4/10/2028
Unemployed,18-24,Ph.D,Healthcare,Urban,Low,16.0,63800.0,4/11/2028
Employed,18-24,Phd,Technology,Urban,Low,16.0,88000.0,4/12/2028
Unemployed,18-24,Phd,Technology,Suburban,Low,16.0,70700.0,4/13/2028
Employed,18-24,Phd,Finance,Urban,Low,2.0,76886.0,4/14/2028
Employed,25-34,Bachelors,Retail,Hyderabad,High,16.0,76886.0,4/15/2028
Unemployed,45-54,Bachelor'S,Technology,Urban,High,5.0,76886.0,4/16/2028
Employed,18-24,Not Provided,Health,Urban,Medium,26.0,76886.0,4/17/2028
Employed,18-24,Bachelors,Tech ,Not Provided,Low,28.0,76886.0,4/18/2028
Unemployed,25-34,Ph.D,Health,Urban,High,24.0,26900.0,4/19/2028
Employed,18-24,Phd,Retail,Delhi,High,1.0,59700.0,4/20/2028
Unemployed,35-44,Phd,Technology,Delhi,High,9.0,24900.0,4/21/2028
Employed,25-34,Not Provided,Retail,Urban,High,16.0,50200.0,4/22/2028
Unemployed,18-24,Phd,Tech ,Urban,Low,16.0,28100.0,4/23/2028
Employed,18-24,Masters,Tech ,Bangalore,Moderate,16.0,35900.0,4/24/2028
Unemployed,25-34,Diploma, Fintech,Urban,Moderate,29.0,45100.0,4/25/2028
Employed,55+,High School,Health,Not Provided,High,16.0,76886.0,4/26/2028
Employed,18-24,Masters,Retail,Mumbai,Low,0.0,63700.0,4/27/2028
Employed,55+,Masters,Finance,Bangalore,Moderate,3.0,127700.0,4/28/2028
Unemployed,18-24,Masters,Education,Urban,High,16.0,55100.0,4/29/2028
Unemployed,25-34,Bachelor'S,Retail,Urban,High,16.0,120000.0,4/30/2028
Employed,25-34,Ph.D,Health,Rural,High,15.0,76886.0,5/1/2028
Unemployed,18-24,Ph.D, Fintech,Urban,High,20.0,34900.0,5/2/2028
Employed,18-24,Masters,Retail,Delhi,High,16.0,17300.0,5/3/2028
Unemployed,18-24,Phd,Health,Delhi,High,16.0,90700.0,5/4/2028
Employed,25-34,Not Provided,Finance,Mumbai,High,16.0,131900.0,5/5/2028
Unemployed,55+,Bachelor'S,Retail,Urban,Low,5.0,74400.0,5/6/2028
Employed,25-34,Ph.D,Education,Urban,Moderate,23.0,105600.0,5/7/2028
Employed,25-34,Master,Retail,Urban,High,16.0,129100.0,5/8/2028
Employed,55+,High School,Health,Not Provided,Medium,16.0,110400.0,5/9/2028
Employed,55+,Ph.D,Finance,Suburban,Low,22.0,82800.0,5/10/2028
Employed,35-44,High School,Technology,Suburban,Moderate,1.0,26000.0,5/11/2028
Unemployed,18-24,High School,Health,Bangalore,High,27.0,145000.0,5/12/2028
Unemployed,35-44,High School,Healthcare,Rural,Moderate,20.0,76886.0,5/13/2028
Unemployed,18-24,Bachelors,Healthcare,Rural,Low,16.0,47400.0,5/14/2028
Unemployed,45-54,Phd,Retail,Delhi,Low,21.0,43600.0,5/15/2028
Employed,18-24,Not Provided,Technology,Delhi,Low,16.0,127400.0,5/16/2028
Employed,45-54,Bachelors,Retail,Hyderabad,High,16.0,13400.0,5/17/2028
Unemployed,18-24,Ph.D,Finance,Not Provided,Medium,14.0,94300.0,5/18/2028
Unemployed,55+,Bachelor'S,Education,Mumbai,Moderate,28.0,97000.0,5/19/2028
Unemployed,25-34,High School,Retail,Mumbai,High,13.0,62100.0,5/20/2028
Employed,18-24,Bachelor'S,Finance,Not Provided,High,24.0,130100.0,5/21/2028
Unemployed,18-24,Masters,Technology,Urban,Low,17.0,92500.0,5/22/2028
Unemployed,18-24,Ph.D,Education,Delhi,Medium,16.0,140700.0,5/23/2028
Employed,25-34,Master,Health,Bangalore,High,16.0,52700.0,5/24/2028
Employed,45-54,Phd,Finance,Delhi,High,10.0,74700.0,5/25/2028
Employed,18-24,Master,Education,Bangalore,Moderate,16.0,142800.0,5/26/2028
Employed,35-44,Diploma,Retail,Not Provided,High,13.0,118100.0,5/27/2028
Unemployed,25-34,Master,Retail,Suburban,High,26.0,121500.0,5/28/2028
Unemployed,18-24,Bachelor'S,Tech ,Suburban,High,28.0,27700.0,5/29/2028
Employed,18-24,High School,Health,Bangalore,Moderate,16.0,126600.0,5/30/2028
Employed,35-44,Master,Retail,Rural,Moderate,7.0,25500.0,5/31/2028
Employed,45-54,Ph.D,Retail,Suburban,High,18.0,143000.0,6/1/2028
Employed,18-24,Phd,Finance,Bangalore,Moderate,16.0,106600.0,6/2/2028
Employed,18-24,Bachelors,Health,Not Provided,High,14.0,84900.0,6/3/2028
Employed,18-24,High School,Healthcare,Mumbai,Low,21.0,76886.0,6/4/2028
Unemployed,18-24,High School,Finance,Hyderabad,High,27.0,51100.0,6/5/2028
Employed,18-24,Bachelor'S,Retail,Bangalore,High,11.0,86200.0,6/6/2028
Employed,18-24,Phd,Healthcare,Urban,Moderate,16.0,133400.0,6/7/2028
Employed,18-24,Bachelor'S,Retail,Urban,Low,16.0,132700.0,6/8/2028
Employed,18-24,Not Provided,Retail,Urban,Low,16.0,26600.0,6/9/2028
Employed,25-34,Bachelor'S,Finance,Suburban,High,16.0,100100.0,6/10/2028
Employed,25-34,Ph.D,Healthcare,Mumbai,Medium,26.0,49200.0,6/11/2028
Employed,55+,Diploma,Retail,Hyderabad,Moderate,16.0,146000.0,6/12/2028
Unemployed,18-24,Phd,Healthcare,Rural,Moderate,19.0,146200.0,6/13/2028
